date,record_time,player,map,record_type,segment,evidence,evidence_source,run_time,split,improvement,demo_id,steam_id64,steam_id,steam_candidates
2018-06-11,01:35.73,879m | bg5.tf,jump_lithium_fix,WR,Bonus 3,command,wr_command,,,,,76561198043793220,[U:1:83527492],
