date,record_time,player,map,record_type,source,run_time,split,improvement,inferred,demo_id,steam_id64,steam_id
2021-04-23,02:34.84,barp,jump_diamant_rc5,WR,MapRun,03:08.05,+00:33.21,,true,1571647,76561198008003429,[U:1:47737701]
2022-10-01,02:30.16,Matty,jump_diamant_rc5,WR,MapRecord,,-00:04.68,01:26.94,false,2074024,,
2023-01-26,02:25.51,sam,jump_diamant_rc5,WR,MapRecord,,-00:04.38,00:04.38,false,2194130,,
2023-11-08,02:22.33,Luffin,jump_diamant_rc5,WR,MapRecord,,-00:03.18,00:07.27,false,2581743,,
2023-11-22,02:20.59,Matty,jump_diamant_rc5,WR,MapRecord,,-00:01.74,00:09.57,false,2602771,76561198035204545,[U:1:74938817]
2023-12-09,02:17.82,LuffinOnBoat,jump_diamant_rc5,WR,IRC,,-00:02.77,,false,2628379,76561198094197569,[U:1:133931841]
2023-12-15,02:14.38,Luffin,jump_diamant_rc5,WR,MapRecord,,-00:03.43,00:03.43,false,2638186,76561198094197569,[U:1:133931841]
2024-04-21,02:08.38,vice,jump_diamant_rc5,WR,IRC,,-00:06.00,,false,2824504,,
