date,record_time,player,map,record_type,source,run_time,split,improvement,inferred,demo_id,steam_id64,steam_id
2020-12-09,04:19.50,Seo,jump_zyma_final5,WR,MapRun,39:31.99,+35:12.49,,true,1441736,,
2020-12-09,04:03.28,dick stuck in a,jump_zyma_final5,WR,MapRecord,,-00:14.32,00:14.32,false,1441930,,
2020-12-21,03:52.14,kattoc,jump_zyma_final5,WR,MapRecord,,-00:11.14,01:07.42,false,1453950,76561198346669763,[U:1:386404035]
2020-12-22,03:20.49,dick stuck in a,jump_zyma_final5,WR,MapRecord,,-00:31.65,00:34.15,false,1455418,,
2020-12-24,03:11.55,kaptain,jump_zyma_final5,WR,MapRun,25:01.20,+21:49.65,,true,1457481,,
2021-01-07,02:58.27,hooligan,jump_zyma_final5,WR,MapRun,11:20.26,+08:21.99,06:29.47,true,1470299,76561198090809881,[U:1:130544153]
2021-11-27,02:47.47,sgt Bytheway,jump_zyma_final5,WR,IRC,,-00:10.80,,false,1780068,,
2024-09-24,02:42.75,ZaAq,jump_zyma_final5,WR,MapRun,39:00.99,+36:18.24,,true,3054304,76561198113647626,[U:1:153381898]
2025-05-24,02:42.74,i broke my confi,jump_zyma_final5,WR,MapRun,40:44.44,+38:01.70,,true,3332307,,
2025-08-15,02:31.02,Oriordan,jump_zyma_final5,WR,MapRun,1:00:38.28,+58:07.26,,true,3451705,76561199805883575,[U:1:1845617847]
